mrts,clause_id,title,page_start,page_end,text
MRTS11,9,Plant,21,22,"The Contractor shall have on the Site and in use as required the plant necessary for the performance
of the particular operation. The respective minimum requirements for the plant listed in Table 9 shall
apply. Additional minimum requirements for plant shall apply if such are specified in Clause 5 of
Annexure MRTS11.1.
Not less than three days prior to sealing operations, the Contractor shall submit details of all plant to
be used in the operations. Hold Point 4
Table 9 – Minimum requirements for plant
Plant Item Minimum Requirements
A mechanical spreader capable of accurately spreading a uniform layer of
Aggregate aggregate and, on the day of spreading, satisfactorily meets the
spreader requirements of the field spread rate of cover aggregate test (Q711A).
Additional requirements are detailed in Clause 14.4.
Bitumen tank A tank suitable for the storage and/or transport of bitumen.
A drawn rotary broom or self-propelled rotary broom suitable for sweeping or
Road broom
cleaning road surfaces. Where suitable, a vacuum system may be used.
A dual axle, multi-wheeled roller with a minimum load of one tonne per tyre.
Rubber-tyred roller Tyres shall be smooth and be able to operate at a pressure of at least
550 kPa.
A bitumen sprayer which has a current Queensland Sprayer Certificate
issued by Department of Transport and Main Roads. The spray bar width of
Sprayer
the bitumen sprayer shall not operate beyond the width range for which the
spray bar has been certified.
Field production of For field produced crumb rubber modified binders, mobile plant consisting of
Crumb Rubber a crumb rubber modified binder blending mill and agitated digestion and
Modified Binder storage tanks."
MRTS11,10.1.1,General,22,22,"The surface to be prepared shall include the surface to be sprayed plus either an area which is a
minimum of 250 mm beyond the surface to be sprayed, or one which extends to the edge of the
formation, whichever is the lesser.
The preparation work shall be carried out in a manner which will promote the adhesion of the
bituminous material to the surface of the pavement. Such preparation work shall include that set out in
Clauses 10.1.2 to 10.1.4 inclusive."
MRTS11,10.1.2,Initial treatments,22,22,"All foreign and loose material, including lenses of pavement material, shall be removed from the
surface. The surface shall be swept with a road broom until the larger particles in the surface of the
pavement are slightly exposed but ensuring excessive erosion of the surrounding finer material does
not occur.
A light watering shall be carried out on dry or dusty surfaces just prior to spraying.
For initial seals on new granular, stabilised or lightly bound pavement layers, Ball Penetration testing
shall be completed in accordance with the requirements of Table 6.2 on the following surfaces:
a) after priming, or
b) before application of an initial seal.
Where a Ball Penetration test result exceeds 3.0 mm, the surface shall not be sprayed unless
otherwise approved by the Administrator. Hold Point 5"
MRTS11,10.1.3,Secondary treatments and retreatments,22,22,"All foreign and loose material shall be removed from the surface using a road broom.
On surfaces where a prime coat has been covered by a cover material, all loose cover material shall
be removed without damage to the prime coat."
MRTS11,10.1.4,Disposal of foreign and/or loose material,22,22,"All foreign and/or loose material shall be removed from the road formation and utilised / disposed of in
accordance with the requirements of Clause 10 of MRTS01 Introduction to Technical Specifications."
MRTS11,10.2,Protection of road furniture and roadside facilities,22,23,"The Contractor shall take all necessary precautions to prevent any bituminous or other material used
on the work from entering or adhering to any road furniture or roadside facility.
If any bituminous material does adhere to any road furniture or roadside facility, the Contractor shall
remove all such bituminous material so that the road furniture or roadside facility is left in an as-found
condition.
Any damage or defacement shall be made good by the Contractor at no cost to the Principal
immediately after surfacing work on a section has been completed."
MRTS11,10.3,Limit of work and setting out,23,23,"The Contractor shall set out sufficient marks on the pavement surface to permit the spraying of
bituminous material on the sections of pavement described in the Contract and in accordance with the
requirements of this Technical Specification.
The Contractor shall set out the work so that longitudinal joints coincide with lane lines, unless shown
otherwise in the Contract. Tapers may be sprayed separately.
The start and finish point of each spray run shall be marked.
Unless otherwise specified, the Works shall include all existing traffic lanes, sealed shoulders,
pavement widenings (turn lanes), tapers, and bell mouths at intersecting roads."
MRTS11,10.4,Programming spray operations,23,23,"The Contractor shall program the operations to ensure that:
a) sufficient loaded aggregate trucks are ready to follow the sprayer to cover the spray run
immediately (refer to Clause 14.3), and
b) not less than the minimum specified rolling is achieved (refer to Clause 14.5).
Additional requirements, if any, relating to programming of spray operations are given in Clause 6.1 of
Annexure MRTS11.1."
MRTS11,11.1,Availability of cover aggregate,23,23,"Prior to commencement of bitumen spraying operations on any day, the Contractor shall provide the
Administrator with evidence that sufficient uncontaminated, precoated cover aggregate of the relevant
category, nominal size and specified properties is available for the extent of bitumen spraying work to
be undertaken on that day. Hold Point 6"
MRTS11,11.2,Pavement temperature,23,24,"Spraying shall not commence until the temperature of the pavement surface is above the temperature
given in Clause 6.2 of Annexure MRTS11.1 or, if not so given, the pavement temperature listed below
for at least one hour before spraying commences:
a) 10ºC for primes
b) 15ºC for initial seals containing AMC5 to AMC6 cutback bitumen
c) 20ºC for treatments containing AMC7 cutback bitumen, bitumen (i.e. Class 170, 240, and 320
bitumen), multigrade bitumen (i.e. M500 bitumen), crumb rubber binders (i.e. S9R, S9RF,
S15R, S15RF and S18RF binder classes), as well as a blend of Class 170 bitumen and 5%
crumb rubber, and
d) 25ºC for treatments containing polymer modified binders (other than crumb rubber binders)
(i.e. S10E, S15E, S20E, S25E and S35E binder classes), unless the Administrator has given
written permission to relax the temperature to a minimum of 20ºC. Witness Point 4
Spraying shall not continue unless all operations up to the completion of the minimum rolling, as
specified in Clause 14.5, can be completed before the temperature of the pavement surface drops
below the temperature given in Clause 6.2 of Annexure MRTS11.1 or, if not so given, the minimum
temperatures listed in this clause.
These minimum pavement surface temperature limits do not apply to WP-A and SAMI treatments that
are:
a) placed over an existing seal or asphalt, and
b) overlaid with asphalt prior to trafficking.
In some situations, the Principal may limit the maximum amount of cutter oil to be used for long
term performance reasons (e.g. reduce the potential for bleeding during the first period of hot
weather after the works are completed). In these situations, consideration should be given to either:
• increasing the minimum pavement temperature limits for spraying in Clause 6.2 of
Annexure MRTS11.1 using Table 12.7 as guidance, and/or
• require the adoption of enhanced construction procedures for the spreading and rolling of
cover aggregate into the binder."
MRTS11,11.3,Weather conditions,24,25,"Generally, sprayed bituminous treatments should be programmed for construction during
favourable (i.e. warm and dry) conditions. TN186 Sealing in Cold Weather Conditions provides
guidance on the time of year when sprayed sealing works should be programmed to minimise the
risk of stripping (early failure by loss of aggregate) due to cold weather early in the life of a sprayed
bituminous treatment.
Spraying shall not take place during rain or if rain is likely to fall prior to the spreading of cover
aggregate and the completion of rolling.
The Contractor shall stop sealing immediately if rainfall occurs during sealing operations. Any seal
sprayed during rainfall or on a wet surface shall be rejected.
Spraying shall not take place during winds of greater than 30 km/h or during dust storms.
Clause 6.3 of Annexure MRTS11.1 nominates the time of year when the application of sprayed
bituminous treatments that will be trafficked by the public at speeds greater than 40 km/h is either:
a) not permitted, or
b) requires the implementation of additional measures as nominated in Clause 6.3 of Annexure
MRTS11.1 to minimise the risk of early life stripping. The risk mitigation measures nominated
in Clause 6.3 of Annexure MRTS11.1 are minimum requirements and the Contractor may
choose to implement additional measures to manage risks associated with sealing during cold
weather conditions.
The months of the year when application of sprayed bituminous treatments is not permitted and the
months of the year when additional measures must be implemented to minimise the risk of stripping
due to cold weather should be determined for each project location in accordance with
TN186 Sealing in Cold Weather Conditions. Relying on the default requirements in Clause 11.3 is
not recommended.
Where no indication is given in Clause 6.3 of Annexure MRTS11.1, the following shall apply for
sprayed bituminous treatments (other than initial seals) that will be trafficked at speeds greater than"
MRTS11,40,km/h by the public:,25,25,"a) spraying is not permitted during the months of June to August (inclusive), and
b) requires the implementation of additional measures during the months of May and September
to minimise the risk of early life stripping.
Where the implementation of additional measures is required to minimise the risk of early life stripping,
the contractor must submit their procedures to the Administrator for review not less than 14 days prior
to the commencement of spraying.
Spraying shall not commence until these procedures have been deemed suitable by the Administrator.
Hold Point 7
TN186 Sealing in Cold Weather Conditions provides guidance regarding possible risk mitigation
measures when sealing during cold weather conditions.
Where sealing is to occur during the time of year when the Sealing Risk Level is Level 2, the
Administrator must review the additional measures to be implemented by the Contractor to reduce
the risk of early life stripping.
Where sealing is to occur during the time of year when the Sealing Risk Level is Level 3 (i.e. the
highest risk level) in accordance with TN186 Sealing in Cold Weather Conditions, the Administrator
must obtain approval from the District Director prior to the commencement of spraying. If approved
by the District Director, appropriate risk mitigation measures, consistent with the requirements for
Sealing Risk Level 2, must be implemented.
The relevant details of this procedure are to be documented by the Administrator in the Project
Details and Authority to Proceed forms contained in TN186 Sealing in Cold Weather Conditions."
MRTS11,11.4,Minimum period between bituminous treatments,25,26,"Unless otherwise stated in Clauses 6.4 and 6.5 of Annexure MRTS11.1, the minimum periods of time
between bituminous treatments shall be:
a) a prime shall not be covered with a secondary treatment and/or asphalt until both of the
following conditions are satisfied:
i. the prime shall be completely dry and trafficable by light construction traffic (< 20 vehicles
per day), and
ii. the prime has been placed for a minimum period of 3 days.
All traffic shall be kept off the primed surface unless prime cover material has been
applied.
b) between an initial seal, secondary treatment or retreatment containing > 2% by volume cutter
oil and subsequent bituminous treatment (such as a secondary treatment, retreatment or
asphalt) at the same location, the minimum period is:
i. 3 months in warm weather (minimum nightly temperatures > 10ºC), and
ii. at least 6 months in cooler conditions (minimum nightly temperatures ≤ 10ºC).
The minimum curing periods to be adopted should be based on local experience and must consider
the environmental conditions and traffic loading during the curing period as well as the binder
class / category, amount of cutter oil, and nominal size(s) of aggregate used. The default minimum
periods between an initial seal and a secondary treatment typically results in adequate curing of the
initial seal binder to avoid performance related issues associated with insufficient curing.
Adoption of shorter curing periods (than the default minimums) may require an adjustment (i.e. a
reduction in the binder application rate) to the seal design based on local experience.
Insufficient curing may lead to bleeding of the overlying treatment during the next period of
significant hot weather.
Delaying the application of a secondary treatment to an initial seal excessively may lead to
deterioration of the initial seal by the action of traffic, particularly during periods of hot weather,
where the initial seal is subject to heavy traffic and/or high shear stresses (such as intersections or
sharp curves).
c) prior to asphalt overlay, SAMI treatments shall not be left exposed for more than 2 days when
subject to traffic other than construction vehicles. Where SAMI treatments are trafficked by
only construction traffic, aggregate removed from the SAMI binder by construction traffic shall
be replaced prior to asphalt overlay
d) for single / single seals with a scatter coat, the scatter coat aggregate shall be applied on the
same day, and
e) for seals with multiple layers of binder and/or aggregate (e.g. double/double seals), the period
shall not exceed one day."
MRTS11,12.1,General,26,27,"The Contractor shall spray the bituminous material in a uniform manner and in a way which promotes
adhesion of the material to the pavement surface and to the cover aggregate, in accordance with
Clauses 12.2 to 12.9 inclusive.
The sprayer shall maintain a constant road speed throughout the length of each sprayer run (except
where permitted by an approved Construction Procedure for achieving a specified variable application
rate).
The Contractor shall take all reasonable steps to prevent:
a) wash-off of bituminous material used to prime pavement surfaces (such as not priming
pavement surfaces immediately prior to rainfall), and
b) environmental harm that may result from the wash-off of this material.
The Contractor shall notify the Administrator as soon as practicable upon becoming aware of any
wash-off of bituminous material used to prime pavement surfaces. Any adverse environmental impacts
such as contamination of land and waterways caused by the wash-off of bituminous material used to
prime pavement surfaces shall be made good by the Contractor to the satisfaction of the
Administrator."
MRTS11,12.2,Method of application,27,27,"Bituminous materials shall be applied by a certified bitumen sprayer. Hand spraying is only permitted
for areas where the bitumen sprayer cannot access."
MRTS11,12.3,Joints between spray runs,27,27,"All joints, transverse and longitudinal, shall abut in a manner to ensure that the Adjusted Designed
Spray Rate is applied uniformly across the joint.
Spraying on each spray run shall start on a protective strip of heavy paper, with a minimum mass of
120 g/m² and a minimum width of 500 mm. The paper shall be laid across the pavement surface for
the full width of the spray run and shall be held securely in place.
The sprayer shall commence moving at a sufficient distance in advance of the protective strip to
ensure that the road speed for correct application is attained prior to the commencement of spraying.
The spraying for each spray run shall terminate on a protective strip of paper as specified above.
After spraying, the protective strips of paper shall be removed ensuring no excess bituminous material
is deposited on the pavement surface. The Contractor shall dispose of the strips of paper at the end of
each day’s operation in accordance with the waste management requirements of
MRS51 Environmental Management."
MRTS11,12.4,Spraybar nozzles,27,28,"The spraybar nozzles used shall be appropriate for each spray run and shall comply with the
Queensland Sprayer Certificate for the sprayer. Substitution with other nozzle types and sizes is not
permitted. Witness Point 5
Any nozzles that are damaged or become unduly worn or defective shall be replaced by new nozzles
of the same type and size. A sufficient number of nozzles for this purpose shall be available on site at
all times.
The type and positioning of nozzles on the spraybar shall be compatible with the nature of the binder
to be sprayed and its application rate.
Austroads/AfPA PWT33-14 – Sprayed Sealing – Selection of Spraying Nozzles provides guidance
on the appropriate selection of nozzles for sprayed sealing.
Photos showing the most common types and sizes of nozzles used on sprayers in Queensland are
provided below.
A18 (Copley) B36 (Copley) SS80/50 (Spray Systems)
Table 12.4 – Typical application for sprayer nozzles
Nozzle Type Nominal Flow Rate Typical Application
A181 18 L/min Standard nozzle type used for most spraying
applications.
SS80/50 11.2 L/min Nozzle type, typically used in combination with A18
nozzles, to produce a variable transverse distribution
spray pattern.
B362 36 L/min Big nozzles typically used to spray highly modified
classes of crumb rubber modified binder.
Note:"
MRTS11,2,Previously designated B8.,28,28,"When spraying some of the more highly modified classes of crumb rubber modified binder, it may
not be possible to achieve a satisfactory fan pattern with A18 nozzles (refer Clause 12.6). In these
situations, the use of a sprayer that has been calibrated with B36 nozzles may be required to
achieve a satisfactory fan pattern and to avoid blockages.
Where either blockages or partial blockages of nozzle(s) occur, spraying shall cease immediately. If
the blockage is due to the condition of the binder being sprayed, the condition shall be rectified
sufficiently to avoid future blockages."
MRTS11,12.5,Spraying temperature,28,29,"The acceptable temperature range for spraying bituminous material is listed in Table 12.5. Spraying of
bituminous material shall not occur below the relevant minimum temperature nor heated on site above
the relevant maximum temperature in Table 12.5. However, when cutback bitumen is delivered to the
Works above the maximum temperature indicated in Table 12.5, spraying is permitted within the
temperature range of the minimum given in Table 12.5 and the delivered temperature provided no
further heating occurs. Any binder delivered to site at a temperature above 200ºC shall be rejected.
Table 12.5 – Spraying temperature range
Spraying Temperature Range (ºC)
Material Grade
Minimum Maximum
Cutback bitumen AMC00 Ambient Ambient
Spraying Temperature Range (ºC)
Material Grade
Minimum Maximum
AMC0 35 55
AMC5 120 150
AMC6 135 160
AMC7 150 175
Class 170 160 190
Bitumen Class 240 165 190
Class 320 170 190
Multigrade bitumen Class M500 175 190
A blend of C170 bitumen and 5% crumb rubber 170 190
Crumb rubber S9R, S15R, S9RF
185 195
modified binder S15RF and S18RF
Polymer modified
binder (other than S10E, S15E, S20E,
180 190
crumb rubber modified S25E and S35E
binder)"
MRTS11,12.6,Faults during spraying,29,30,"Spraying shall cease immediately if:
• any fault develops in the spraying equipment or operation and shall not recommence until the
fault has been rectified, or
• the bituminous material is not being uniformly applied (e.g. ""tram-tracking"" or a blocked jet in
the spray bar).
Spraying shall not recommence until the cause of the non-uniform binder application has been
rectified.
Achieving a uniform application of binder is critical to maximising the life of a sprayed seal. The
impact of non-uniform binder application can lead to premature flushing or aggregate loss from a
sprayed seal and will not always become apparent during the first 12 months after application. The
uniformity of binder application can be assessed visually at the time of application and examples of
acceptable, marginal, and unacceptable binder uniformity are provided below.
Acceptable binder uniformity Marginal binder uniformity Unacceptable binder
uniformity"
MRTS11,12.7,Cutting back binder,30,30,"The first application of binder in a geotextile reinforced seal or any secondary treatments or
retreatments placed immediately below a layer of asphalt shall not be cut back unless otherwise
specified in Clause 6.6 of Annexure MRTS11.1 or approved by the Administrator.
Notwithstanding the requirements of Clause 6.6 of Annexure MRTS11.1, secondary treatment or
retreatments placed immediately below asphalt should not be cut by more than the addition of"
MRTS11,2.0,parts of cutter oil by volume.,30,31,"Assessment of pavement temperatures shall take into account the cooler condition inherent in shaded
areas of pavement.
Where the road pavement and/or temperature is such that a temporary reduction in binder viscosity is
necessary to enhance initial adhesion between the binder and the cover aggregate, cutter oil shall be
added to the binder for initial seals, secondary treatments and retreatments. The amount of cutter oil
to be used shall be determined by the Seal Designer’s Delegate and be appropriate to:
a) achieve a strong bond between the binder and the cover aggregate, and
b) avoid stripping or flushing / bleeding of the seal or overlying asphalt during the first year of
operation or the defects liability period, whichever is the longer.
The binder must have a sufficiently low viscosity at the time of sealing to achieve adequate initial
wetting of the aggregate. Where the temperature of the binder is too low to achieve this viscosity, it
may be necessary to cut back the binder to reduce its viscosity.
Cutting practice varies considerably across Queensland due to differences in environmental
conditions (both seasonally and geographically).
Table 12.7 can be used as a starting point but is often varied based on local practice.
Table 12.7 – Basic cutting practice guide for trafficked seals
Pavement Parts cutter for:
Temperature
Class 170 and Class 320 Binder Binder Binder Binder
(ºC)
240 bitumens bitumen Classes Class Class Classes
Blends of and M500 S10E and S15E S20E S15R and
Class 170 multigrade S35E S15RF1
bitumen and bitumens
5% crumb
rubber
Binder Classes
S9R and S9RF"
MRTS11,39,– 45 0 2 0 1 2 2 min,31,31,"≥ 45 0 0 0 0 0 2 min
Note:"
MRTS11,2,Not applicable. Avoid sealing when these weather conditions are present (due to increased risk of,31,32,"stripping).
The amount of cutter oil is typically adjusted as follows:
• reducing the amount of cutter oil by 2 parts when pavement temperatures are rising (for
example, early mornings), and
• increasing the amount of cutter oil by 2 parts when the pavement temperatures are falling
(for example, late afternoon) or pavement temperatures are likely to fall below 5ºC during
the first 24 hours after spraying.
Further reductions in cutter oil rates may be appropriate if:
a) enhanced construction procedures are adopted, and/or
b) sealing commences early in the morning and high pavement temperatures are expected
later in the day, i.e.
i. ≥ 65ºC for S20E binder class
ii. ≥ 55ºC for S15E binder class, and
iii. ≥ 45ºC for all other binder classes.
Cutting practice may also be varied as a result of a number of other factors, which are discussed in
detail in Austroads Technical Report AP-T39-05 Sprayed Seal Cutting Practice.
Additionally, for double / double seal applications, where the second application is applied with little
or no trafficking between applications, the proportion of cutter oil in the first application should be
reduced to:
• 0 – 2 parts for all binder classes other than S15R and S15RF, and
• 0 – 4 parts for S15R and S15RF binder classes.
Seals that require the addition of more than 4 parts of cutter oil should be referred to the
Administrator prior to spraying. Use of excessive cutter oil can lead to poor cohesive strength of the
binder and flushing and/or bleeding of the treatment during subsequent warm / hot weather.
Use of insufficient cutter oil can lead to poor wetting of the aggregate and aggregate loss (stripping)
during initial trafficking of the seal.
In addition, use of insufficient cutter oil in initial seals and/or poor pavement surface preparation can
lead to poor bonding of the initial seal and the underlying pavement.
Further information on the relationship between binder temperature and aggregate adhesion can be
found in Austroads Technical Report AP-T344-19 Relationship between Cutter Oil Properties and
Sprayed Seal Performance.
Incorporation of cutter oil into the binder shall be carried out in accordance with Clause 8.3.3. The
cutter oil, without previously being heated, shall be sucked into the hot bitumen in the sprayer. Before
spraying, after the addition of the last component, the Contractor shall circulate the full sprayer load of
cutback bitumen at a rate of at least 1000 litres per minute for a period until the sprayer contents have
been circulated twice.
Prior to each operation, the Seal Designer’s Delegate shall nominate the cutter oil adjustments, which
shall be recorded. Witness Point 6
Experience has shown that inadequate circulation of crumb rubber modified binder following the
addition of cutter oil can result in tramlining of binder when sprayed. It is therefore critical that the
minimum circulation times stated in Clause 8.3.3 are adhered to when spraying crumb rubber
modified binders."
MRTS11,12.8,Spray rate,32,33,"For all applications other than primes, initial seals and surface enrichments using cutback bitumen, the
Estimated Spray Rate, Designed Spray Rate, Adjusted Designed Spray Rate and Actual Spray Rate
referred to in this Technical Specification shall be the quantities, at 15ºC, of the bitumen or polymer
modified binder as appropriate.
For primes, initial seals and surface enrichments using cutback bitumen, the Estimated Spray Rate,
Designed Spray Rate, Adjusted Designed Spray Rate and Actual Spray Rate referred to in this
Any spray rates given in Clause 2 of Annexure MRTS11.1 are Estimated Spray Rates.
The Actual Spray Rate shall be within ± 5% of the Adjusted Designed Spray Rate defined in the
nominated seal design as determined in accordance with Clause 6.
To comply with the above requirements, the Contractor shall make adjustments to the operation of the
sprayer to account for the following:
a) the increased volume of the material to be sprayed where the temperature of the material is
higher than 15ºC (Refer to Table 16(a)), and
b) the increased volume of the material to be sprayed where there are other materials to be
added to the binder for the relevant operation (e.g. cutter oil and/or adhesion agent in a
sealing operation)."
MRTS11,12.9,Quantities retained in sprayer tank,33,33,"To ensure a uniform spray rate, each sprayer run shall be programmed so that the bituminous material
retained in the tank at the completion of the spray run shall be the greater of 250 litres and the
manufacturer’s recommended minimum limit."
MRTS11,12.10,Tolerances,33,33,"The sprayed binder edges shall not deviate from the specified edge by more than – 0 mm and
+ 150 mm."
MRTS11,13.1,General,33,33,"The Contractor shall spread the prime cover material, where specified, so as to produce a complete
and even distribution. Wet cover material containing free surface water shall not be used."
MRTS11,13.2,Spread rate,33,33,"The spread rates stated in Clause 2 of Annexure MRTS11.1 are Estimated Spread Rates.
The Designed Spread Rate shall be that nominated in the seal design determined in accordance with
Clause 6. The Designed Spread Rate may be adjusted by the Seal Designer’s Delegate during the
spreading operation to ensure a complete and even distribution. The adjusted rate shall then be the
Adjusted Designed Spread Rate."
MRTS11,13.3,Time limit,33,33,"To permit penetration of the prime, at least 2 hours shall elapse between priming and the application
of the cover material unless traffic requirements dictate otherwise, and approval is granted by the
Administrator."
MRTS11,13.4,Spreading,33,33,"Bare or insufficiently covered areas shall be re-treated as soon as possible with a further light
application or by hand spreading.
The Actual Spread Rate shall not vary outside the range of plus or minus 10% of the Adjusted
Designed Spread Rate."
MRTS11,13.5,Removal of excess cover material,34,34,"Unless otherwise stated in Clause 7.1 of Annexure MRTS11.1, all excess cover material shall be
lightly swept and/or vacuumed from the pavement surface with a road broom and/or vacuum truck and
completely removed from the road formation. All excess material shall be utilised / disposed of in
accordance with the requirements of Clause 10 of MRTS01 Introduction to Technical Specifications."
MRTS11,14.1,General,34,34,"Wet cover aggregate containing free surface water shall not be loaded into the aggregate spreader.
Witness Point 7
The Administrator may order that wet aggregate be tested using the Binder Stripping Value – Modified
Plate test (Q212B). Test results shall be reported to the Administrator.
During spreading and rolling, the Contractor shall ensure that the aggregate effectively adheres to the
binder without breaking down or crushing the aggregate particles.
The Contractor shall spread the cover aggregate in a uniform manner, which after rolling and initial
trafficking shall:
a) produce a generally dense tight mat, and
b) form a single layer on the pavement surface, the aggregate being partly interlocked."
MRTS11,14.2,Spread rate,34,34,"The spread rates stated in Clause 2 of Annexure MRTS11.1 are Estimated Spread Rates. The
Designed Spread Rate shall be that nominated in the seal design determined in accordance with
Clause 6.
In order to achieve the requirements of Clause 14.4, the Seal Designer’s Delegate may adjust the
Designed Spread Rate during the spreading operation. This Adjusted Designed Spread Rate shall be
recorded on the spray sheet."
MRTS11,14.3,Time limit,34,34,"The spreading of cover aggregate shall commence as soon as possible after the spraying of the
binder. Under no circumstances shall any portion of the binder be left without cover aggregate after
spraying for longer than the time limit given in Clause 7.2 of Annexure MRTS11.1. Where no indication
is given in Clause 7.2 of Annexure MRTS11.1, the following time limit shall apply:
a) 10 minutes for treatments containing cutback bitumen, bitumen and multigrade bitumen
binders, or
b) 5 minutes for treatments containing polymer modified binders (including crumb rubber).
In the event that cover aggregate is not applied to any one spray run within this time limit, the
Contractor shall demonstrate to the Administrator that arrangements have been made to prevent a
recurrence of the nonconformance before bitumen spraying may continue. Nonconformance"
MRTS11,14.4,Spreading,35,35,"Spreading of cover aggregate shall be carried out with suitable mechanical aggregate spreaders.
Minimum requirements for aggregate spreaders shall be as stated in Clause 7.3 of Annexure
MRTS11.1. If no indication is given, a Type A or Type B spreader, as defined in Clause 7.3 of
Annexure MRTS11.1, shall be used.
On each day of spreading, each spreader shall be tested in accordance with the Field Spread Rate of
Cover Aggregate test (Q711A) and shall comply with the spread rate tolerance requirements of this
clause. The test frequency shall be one test per spreader per day.
Every attempt shall be made to achieve the required spread pattern on the first spreading pass. Bare
or insufficiently covered areas shall be re-treated as soon as possible with a further light spreading run
or by hand spreading. Over spreading or under spreading of the aggregate shall be avoided.
If there is an uneven distribution of cover aggregate, it shall be broomed until it is evenly distributed
with minimum dislodgment of any embedded cover aggregate. Areas of under-spread aggregate shall
be filled in immediately behind the normal spreading operation and these areas shall receive
additional rolling.
Any initial under spreading shall be rectified by a further light spreading of aggregate and brooming
until it is evenly distributed with minimum dislodgement of any embedded cover aggregate.
The amount of aggregate spread shall be calculated from either:
a) the volume used as recorded on the spray sheets, or
b) by using Test Method Q711A.
The Actual Spread Rate shall not vary outside the range of plus or minus 10% of the Adjusted
Designed Spread Rate."
MRTS11,14.5.1,General,35,35,"Steel-wheeled or rubber coated steel wheel rollers shall not be used unless approved by the
Administrator.
For treatments with multiple layers of binder and/or aggregate (e.g. double / double seals), the rolling
shall comply with the requirements of this clause for each application of aggregate. Any damage to the
first coat shall be repaired by the Contractor at no cost to the Principal prior to spraying the binder for
the second and subsequent coats."
MRTS11,14.5.2,Minimum number of rollers,35,35,"The minimum number of rubber-tyred rollers to be available and in use on the Site shall be the greater
of:
a) Two, and
b) the number required to complete the minimum amount of rolling required for the average
coverage rate per hour as a continuous operation with successive spray runs in accordance
with Clauses 14.5.3 and 14.5.4.
Additionally, for polymer modified binders, there shall be enough rollers to cover the full width of the
spray run with one pass."
MRTS11,14.5.3,Rolling speed,36,36,"The initial passes shall be done at a low speed (5 – 10 km/h) to achieve the aim of pressing the
aggregate into the binder. After that, the rolling speed shall be increased to between 15 – 25 km/h to
move and reorientate the aggregate particles to their correct position."
MRTS11,14.5.4,Roller coverage,36,36,"For bitumen and multigrade binders, Table 14.5.4 specifies the maximum sprayed area (m²) that can
be effectively rolled per hour, taking into account the effect of traffic and aggregate size.
For polymer modified binders, the maximum sprayed area (m²) that can be effectively roller per hour
shall be two thirds of the rate specified in Table 14.5.4, taking into account the effect of traffic and
aggregate size.
Table 14.5.4 – Area that can be effectively rolled per hour with each self-propelled multi-
wheeled roller for cutback bitumen, bitumen and multigrade bitumen binders
Traffic Volume (Vehicles per Lane per Day)
Aggregate Size (mm) < 300 300 – 1200 > 1200
Area – m² per roller hour1"
MRTS11,1,‘roller hours’ is defined as the product of the number of specified rollers by hours of application.,36,36,Examples of the use of Table 14.5.4 can be found in Austroads / AfPA Pavement Work Tip No. 24.
MRTS11,14.5.5,Number of roller passes,36,36,"After spreading, the cover aggregate shall be rolled as soon as practicable with multi-tyred rollers with
a sufficient number of roller passes to ensure adhesion of the cover aggregate to the binder.
The minimum number of roller passes shall be as stated in Clause 7.4 of Annexure MRTS11.1, or if
not so stated:
a) 6 passes for cutback bitumen, bitumen and multigrade bitumen binders, and
b) 9 passes for polymer modified binders."
MRTS11,14.5.6,Coverage tracking rollers,36,37,"Use of Coverage Tracking (CT) rollers may be specified for high-risk projects (such as when
Sealing Risk Level 2 or 3 apply as per TN186 Sealing in Cold Weather Conditions). A Contractor
may also elect to use CT rollers as part of their enhanced construction procedures to ensure and
confirm complete coverage and number of roller passes are achieved.
If specified in Clause 5 of Annexure MRTS11.1, CT rollers must be used in the sealing process to
demonstrate that satisfactory roller coverage and number of roller passes has been achieved for each
lot.
The CT rollers have the following characteristics:
a) CT rollers are self-propelled rollers equipped with GPS to measure the coverage and number
of passes of the Seal
b) CT rollers are capable of recording and displaying:
i. real-time colour-coded maps of the roller position and coverage
ii. number of roller passes, and
iii. roller speeds
c) The data output from the CT roller must be compatible with Veta.
The CT roller data must be made available to the Administrator within one day of the data being
collected."
MRTS11,14.6,Removal of loose aggregate after rolling,37,37,"Loose aggregate shall be lightly swept and/or vacuumed from the pavement surface without
dislodgment of the embedded aggregate. A rotary broom is permitted to remove loose aggregate from
the pavement surface. Loose aggregate shall not be removed until the aggregate is properly
embedded into the binder by either trafficking or additional rolling.
Areas of aggregate that have been overspread (generally at joins, turnouts and overlaps) shall be
broomed off on the same day with hand brooms or mechanical sweepers.
For seals of nominal size greater than or equal to 10 mm, the number of loose aggregate particles (in
any square metre of pavement) after sweeping and before opening to traffic shall not exceed the
values shown in Clause 7.5 of Annexure MRTS11.1. If values are not specified in Clause 7.5 of
Annexure MRTS11.1, the values shown in Table 14.6 shall apply. The number of loose particles shall
be determined in accordance with Test Method Q720 at locations that are representative of each
homogeneous section and as agreed by the Administrator. Testing for loose aggregate particles is
exempt from the requirement for NATA accreditation.
Table 14.6 – Maximum allowable loose aggregate particles by area prior to opening to traffic
Maximum Allowable Loose
Location
Aggregate Particles
Principal Cycle Network1 20 particles/m²
Urban area 20 particles/m²
Other medium to high traffic (greater than or equal to"
