mrts,clause_id,title,page_start,page_end,text
MRTS07B,8.6.11,Compaction and trimming after final moisture incorporation pass,21,22,"Immediately after wet incorporation pass, the stabilised area shall be compacted with adequate rollers
(refer to Clause 8.6.17) to achieve the compaction stated in Clause 8.7.4.
For layer thicknesses 200 – 300 mm which are being compacted using a pad foot roller (refer to
Clause 8.6.17), pad foot marks shall be removed to prevent differential compaction and the pad foot
marks reflecting to the surface. The contractor shall ensure that no marks caused by a pad foot roller
remain on the surface. A minimum cut to -100 mm from the Finished Surface Level (FSL) of the
stabilised layer is required to completely remove the influence of the pad foot marks and not create a
thin false layer when the stabilised material is reinstated.
Removing (or cutting out) of the pad foot marks can be undertaken using a grader or stabiliser.
In both cases, a minimum cut to -100 mm from the Finished Surface Level (FSL) of the stabilised
layer is required.
Where a grader is used to remove the pad foot marks, the stabilised material shall not be wasted.
Once the pad foot marks have been completely removed, the stabilised material can be reinstated
to allow the completion of compaction and trimming.
Where a stabiliser is used to remove the pad foot marks, the upper 'loose' stabilised materials can
be compacted and trimmed in place to complete the stabilised layer. The stabiliser's tyre tread
marks (or ruts) must be removed to prevent differential compaction and the tyre tread marks
reflecting to the surface. A sufficiently deep cut with the grader is required to completely remove the
influence of the tyre tread marks and not create a thin false layer when the stabilised material is
reinstated.
For layer thicknesses < 200 mm which are being compacted using smooth drum and multi-tyre rollers
(refer to Clause 8.6.17), removal of pad foot marks is not required. However, the stabiliser's tyre tread
marks (or ruts) shall be removed to prevent differential compaction and the tyre tread marks reflecting
to the surface. The Contractor shall ensure that no marks caused by the stabiliser's tyre tread marks
remain on the surface. A sufficiently deep cut with the grader is required to completely remove the
influence of the tyre tread marks and not create a thin false layer when the stabilised material is
reinstated.
Initial shaping of the stabilised surface shall be carried out after the stabilised layer has been
compacted.
The trimmed surface shall be free from loose pockets, holes, bumps and lenses of materials. The
identified depressions shall be filled with additional stabilised material that is mixed and placed within
its allowable working time as specified in Clause 8.4.
No marks caused by any roller or stabilisation plant shall be left on the surface of the stabilised layer.
All final trimming shall involve cutting to waste. All material cut to waste shall be disposed of in
accordance with Clause 10 of MRTS01 Introduction to Technical Specifications. No separate payment
shall be made for the disposal of material cut to waste. The cost of all activities associated with the
disposal of material cut to waste shall be deemed to be incorporated into the relevant work items.
Compaction and trimming (excluding static multi-tyre rolling) shall be completed within the allowable
working time as specified in Clause 8.4.
When finishing compaction using the vibrating smooth drum roller, adequate care and attention
must be undertaken to avoid “over-compacting” the stabilised layer (also commonly referred to a
“de-compacting” or “shattering”). Over-compaction can commonly occur when the smooth drum
roller is operated on high amplitude vibration mode.
To avoid over-compaction and damaging the stabilised layer’s surface, typical best practise is low
amplitude vibration mode for the forward direction, and static (or no vibration) for the backwards
direction."
MRTS07B,8.6.12.1,General,23,23,"Joints shall be constructed such that the material at the joints complies with the requirements of this
A construction joint (longitudinal or transverse) shall be deemed fresh when the material on each side
of the joint has been stabilised, placed and compacted within the allowable working time (refer to
Clause 8.4) of the stabilised material constructed first."
MRTS07B,8.6.12.2,Longitudinal joints,23,25,"Longitudinal joints shall not be located in the through traffic wheel paths.
Where a fresh longitudinal joint between adjacent runs is to be compacted, the outside 300 mm of
material from the first run shall be left uncompacted until the adjacent material is ready for compaction.
The joint shall be water cured during this period. When the fresh joint is compacted the roller shall be
partially supported on the portion of the first run that has been previously compacted.
For longitudinal joints that are not fresh, to ensure complete stabilisation across the full width of the
pavement, the minimum distance for cutting back / overlapping into previously stabilised material shall
be the greater of 100 mm or the distance to a point where the stabilised material complies with this
The overlap at a change of crossfall or crown shall be carefully considered to comply with the
longitudinal joint requirements of this clause and Clause 8.7.5.
Where there is more than one layer of insitu stabilised material, the formation of the longitudinal
joint at the crown needs to be considered. Refer to MRTS07A Insitu Stabilised Subgrades using
Quicklime or Hydrated Lime, Figure 8.6.7.2 – Typical construction process for guidance.
No separate or additional payment shall be made for the disposal of material cut to waste. The cost of
all activities associated with the disposal of material cut to waste shall be deemed to be incorporated
into the relevant work items.
Figure 8.6.12.2 – Typical construction process
When constructing a longitudinal joint in accordance with this clause and Figure 8.6.12.2, the
Contractor must ensure that the final moisture incorporation pass encompasses the entire area
where the stabilising agent has been spread and mixed.
To achieve this, the Contractor may consider adopting the following process:
• Spread the mix the stabilising agent 150 mm offset from the longitudinal joint location which
is commonly the crown and/or centreline as shown in Figure 8.6.12.2 (refer to Step 2 in
Figure 8.6.12.2).
• Complete the final moisture incorporation pass ensuring the stabiliser cuts into the
adjoining stabilised materials thus forming a sufficient overlap (refer to Step 3 in
Figure 8.6.12.2)."
MRTS07B,8.6.12.3,Transverse joints,25,25,"For transverse joints that are not fresh, the adjoining stabilised section shall be mixed using a
stabiliser by the greater of 1.5 m or the length ordered by the Administrator.
Where there is more than one layer of insitu stabilised material, the transverse joints of each layer
shall be offset from the underlying layer’s joint by a minimum distance of 150 mm."
MRTS07B,8.6.13,Surface finish,25,26,"The finished surface of any stabilised pavement layer shall:
• be hard and homogenous in appearance
• not be friable when subject to mechanical brooming
• not have transverse shrinkage cracks
• not have any loose, segregated or contaminated areas
• have the course particles slightly exposed
• not be affected by delamination
• not have any cracking
• not show signs of water pumping, and
• not visibly deflect under load when proof rolled in accordance with Clause 9.8.
For layers that are to be covered by a sprayed bituminous treatment, the surface shall have a
maximum ball penetration value that complies with Clause 8.7.6.
It is intended that these requirements apply to the condition of the pavement surface immediately
prior to application of the surfacing treatment / layer. The Contractor may need to undertake
additional controls beyond the basic construction activities (compaction, trimming and so on) to
ensure these requirements are satisfied.
Where a stabilised pavement layer is required to be covered by a sprayed bituminous treatment,
particular attention needs to be given to the surface finish of the stabilised pavement layer in order
to ensure good adhesion. This is particularly relevant when the treatment includes polymer
modified bitumen.
The following factors are important to ensure the successful adhesion of a sprayed bituminous
treatment:
• All dust must be removed from the pavement immediately before spraying
• Compaction of the stabilised pavement layer may form a thin lens of dried slurry on the
surface of the pavement. This can appear hard, however may be prone to ‘shattering’ or
delamination and should be removed before spraying
• Variation in the surface ‘tightness’ may warrant the specification of either an AMC0 or
AMC00 prime (or an equivalent emulsion prime accepted by the Administrator). The
effectiveness of any prime should be assessed in field trials.
Inadequate curing can lead to an excessively dusty surface, which may be difficult to prepare. To
address this, curing should be undertaken in accordance with Clause 8.6.14 to ensure the
pavement remains continuously damp.
Where the insitu stabilised layer is to be overlaid with another pavement layer (that is, not bitumen
seal and/or asphalt), consideration needs to be given on how to adequately prepare the surface to
maximise the bond between the pavement layers.
If the insitu stabilised layer is to be overlaid with another insitu stabilised layer, it is recommended
that the overlying layer be insitu stabilised to a depth which will 'tuck in' to the underlying layer. The
‘tuck in’ details shall be provided in the Contract documents.
If the insitu stabilised layer is to be overlaid with a plant-mixed stabilised or granular layer, it is
recommended that the finished surface be hard-cut and/or broomed to produce a roughly textured
surface before placing the next layer."
MRTS07B,8.6.14,Curing,26,27,"A curing operation shall commence immediately after the completion of compaction. Curing operation
shall be carried out with extreme care to avoid any damage to the stabilised layer.
The stabilised layer shall be cured using water by maintaining the layer surface and edges in a
continuously damp condition, using a uniformly applied fine mist, until the stabilised layer is covered
by an overlying pavement layer or a sprayed bituminous surfacing with cover aggregate is placed as
described in Clause 8.6.16 has been applied.
Water shall be applied in a manner such that slurrying of the surface, pavement instability and erosion
and/or leaching of the stabilising agent are all avoided. During the water curing process, no heavy
construction equipment shall be allowed on the stabilised layer."
MRTS07B,8.6.15,Maintenance of the stabilised layer,27,27,"The stabilised layer shall be maintained by the Contractor until a bituminous surfacing with a cover
aggregate is applied, or until the stabilised layer is covered by another pavement layer, or until the
Administrator accepts and takes responsibility for that area (whichever is the longer).
The surface of the stabilised layer shall be kept moist, in good order, in good condition and free from
contamination. Construction and other traffic shall not traverse the stabilised layer where damage to
the surface may occur.
No separate or additional payment shall be made for maintenance of the stabilised layer. The cost of
all activities associated with maintenance of the stabilised layer shall be deemed to be incorporated
into the relevant work items for the stabilised layer."
MRTS07B,8.6.16,Bituminous surfacing,27,27,"Unless otherwise approved by the Administrator, a bituminous surfacing with a cover aggregate shall
be applied within seven calendar days of completion of the stabilised layer."
MRTS07B,8.6.17,Minimum requirements and numbers of particular plant,27,28,"The minimum requirements and numbers of particular plant that shall be on site at all times during the
stabilisation works shall be as stated in Clause 5 of Annexure MRTS07B.1. Where not so stated in the
Annexure, the minimum requirements and numbers of particular plant that shall be on site at all times
during the stabilisation works shall be as stated in Table 8.6.17.
Table 8.6.17 – Minimum requirements and numbers of particular plant
Minimum
Description Minimum requirement for each piece of plant number of
units
Stabiliser or a) Minimum power capacity of 155 kW/m of the drum width. 1
Integrated spreader
b) Capable of mixing to the specified depth.
stabiliser
c) Capable of supplying water such that incorporation rates
can be varied across the full width of the stabilising box
and incrementally across the box.
d) Calibrated and capable of uniformly spreading stabilising
agent to varying widths (if integrated spreader stabiliser).
Purpose built Calibrated with load cells and capable of uniformly spreading 1
calibrated spreader stabilising agent using a fixed bulk bin feeding a mechanical
or hydraulic driven spreading rotor to varying widths.
Vibrating pad foot For layer thickness < 200 mm: For layer thickness 200 1
roller not required - 300 mm: 21 tonnes
Vibrating smooth For layer thickness < 200 mm: For layer thickness 200 1
drum roller 16 tonnes - 300 mm: 16 tonnes
Multi-tyre roller Minimum 12 tonnes. 1
Water truck Minimum capacity of 6000 litres. 2
Grader Manned by final trim Operator. 1
The Contractor shall utilise adequate roller sizes and rolling patterns to achieve the specified
relative compaction.
When compacting an insitu stabilised layer thickness of 200 – 300 mm a padfoot roller is required
for initial compaction. After the removal of padfoot marks (refer to Clause 8.6.11), care needs to be
taken by the Contractor to ensure that the final smooth drum rolling does not de-compact (or crack)
the stabilised layer.
Typically, insitu stabilised layer thicknesses are not less than 200 mm. However, for layer thickness
< 200 mm, the Contractor shall use a combination of smooth drum and multi-tyre rollers which has
demonstrated it will achieve the specified relative compaction. After the removal of the stabiliser's
tyre tread marks (refer to Clause 8.6.11), care needs to be taken by the Contractor to ensure that
the final smooth drum rolling does not de-compact (or crack) the stabilised layer."
MRTS07B,8.6.18,Conditions under which stabilisation shall not proceed,28,28,"The entire stabilisation process shall not proceed in any of the following situations:
a) during rainfall
b) when rainfall appears to be imminent
c) during periods when the wind is strong enough to cause particles of the stabilising agent to
become airborne
d) during conditions that may result in the work causing nuisance or danger to people, property,
the environment, or livestock
e) when the pavement temperature, measured 50 mm below the surface, drops below 10ºC, or
f) when the air temperature, measured in the shade, exceeds 40ºC."
MRTS07B,8.7.1,General,28,28,"Compliance testing of the stabilised layer shall be undertaken for each lot. Where a process standard
is specified (refer to Clause 8.5.1), the compaction requirements in Clause 8.7.4 shall apply to the trial
section(s) but not to other sections. Where a product standard is specified (refer to Clause 8.5.1), the
compaction requirements in Clause 8.7.4 shall apply to all lots."
MRTS07B,8.7.2.1,Ordered spread rate,28,28,"At least 14 days prior to the commencement of stabilisation works, the Administrator will confirm or
adjust the specified stabilising agent spread rate and any blend ratio stated in Clause 9 of
Annexure MRTS07B.1. The confirmed or adjusted stabilising agent spread rate shall be the ordered
spread rate of stabilising agent. Milestone"
MRTS07B,8.7.2.2,Corrected content,29,29,"Notwithstanding the ordered spread rate of stabilising agent given in Clause 8.7.2.1, the content to be
used for the stabilisation works shall be the corrected content, , as calculated below.
Where the stabilising agent does not contain hydrated lime, 𝐶𝐶 𝐶𝐶=𝑜𝑜 .
Where a cementitious blend containing hydrated lime, or a h𝐶𝐶y𝐶𝐶d𝑜𝑜rate𝐶𝐶d𝑜𝑜 lime / fly ash blend is specified for
the stabilising agent:
𝑃𝑃𝑁𝑁𝑁𝑁 𝑃𝑃𝐻𝐻𝑁𝑁 𝐴𝐴𝐴𝐴𝑥𝑥
𝐶𝐶𝐶𝐶𝑜𝑜 =𝐶𝐶𝑜𝑜×�� �+� × ��
where: = corrected content of stabilisin1g0 a0gent in1 0p0erce𝐴𝐴n𝐴𝐴t 𝑦𝑦 (%)
𝐶𝐶𝐶𝐶𝑜𝑜 = ordered content of stabilising agent in percent (%) as defined in Clause 8.7.2.1
𝐶𝐶𝑜𝑜 = proportion of the blend in percent (%) that is not hydrated lime
𝑃𝑃𝑁𝑁𝑁𝑁 = proportion of the blend in percent (%) that is hydrated lime
𝑃𝑃𝐻𝐻𝑁𝑁 = available lime index of the hydrated lime (%) used in the laboratory mix design
testing (refer to Clause 9 of Annexure MRTS07B.1)
𝐴𝐴𝐴𝐴𝑥𝑥
= available lime index of the hydrated lime (%) used in construction"
MRTS07B,8.7.2.3,𝐴𝐴𝐴𝐴A 𝑦𝑦 ctual spread rate,29,29,"The actual spread rate shall be represented by the average of the surface spread rates of the
stabilising agent for each lot.
The actual stabilising agent spread rate shall be within ± 10% of the ordered spread rate as specified
in Clause 8.7.2.1."
MRTS07B,8.7.3,Moisture ratio,29,29,"The moisture ratio of the uncompacted materials during the final moisture incorporation pass shall be
determined in accordance with Clause 9.7, and shall comply with the requirements specified in
Table 8.7.3.
Table 8.7.3 – Moisture ratio requirements
Property Minimum value (%) Maximum value (%)
Moisture ratio (uncompacted)
(MRᵤ) during the final moisture 85 105
incorporation pass"
MRTS07B,8.7.4,Compaction standard,29,29,"The minimum characteristic value of the relative compaction results for the full thickness of the
stabilised layer shall be determined in accordance with Clause 9.6, and shall comply with the
requirements specified in Table 8.7.4.
Table 8.7.4 – Compaction requirements
Layer Minimum relative compaction value
Cementitious stabilised layer 100% (standard compaction)"
MRTS07B,8.7.5.1,General,30,30,"The stabilised layer shall be constructed so as not to depart from the alignment, widths, thicknesses,
lengths, heights and shapes specified in the Drawings or Contract by more than the tolerances stated
in Clause 8.7.5.2 to Clause 8.7.5.5.
When constructing the stabilised layer, the Contractor shall consider the geometric tolerances of any
overlaying layer(s) and shall prepare the stabilised layer in such a manner that will permit the
geometric conformance of the stabilised layer, and any overlying layer(s)."
MRTS07B,8.7.5.2.1,Primary tolerance,30,30,"A primary tolerance shall apply to the height of any point on the finished surface of the stabilised layer.
The primary tolerance shall be as stated in Clause 6.1 of Annexure MRTS07B.1 and be one of the
alternatives given in Table 8.7.5.2.1. If no such indication is given, the primary tolerance shall be
Alternative B (-5 and +15 mm).
Table 8.7.5.2.1 – Primary tolerance for the height of any point on the surface of the stabilised
layer
Alternative Primary Tolerance (mm)
A -5 and +10
B -5 and +15
C Thickness only
Alternative A primary tolerance (-5 to +10 mm) is recommended for an insitu stabilised layer when
the subsequent overlying layer is asphalt.
In all cases the primary tolerance shall also apply for the thickness of the completed stabilised layer
(refer to Clause 8.7.5.3.1).
Where Alternative C (thickness only) has been specified in Clause 6.1 of Annexure MRTS07B.1, the
following shall apply:
a) height of collimation (also known as a 'dumpty level' technique) shall be used to determine
the actual stabilised layer thickness
b) minimum testing frequency for determining the actual stabilised layer thickness shall be at
each compaction test location (refer Clause 9.6), and
c) at any point of the completed stabilised layer the measured thickness shall be within -5 mm
and +15 mm of the design depth stated in Clause 9 of Annexure MRTS07B.1."
MRTS07B,8.7.5.3.1,General,31,31,"At any point of the completed stabilised layer, the measured actual stabilised layer thickness (refer to
Clause 8.7.5.3.2) shall be within primary tolerance nominated in Clause 8.7.5.2.1 of the design depth
specified in Clause 9 of Annexure MRTS07B.1."
MRTS07B,8.7.5.3.2,Measuring actual stabilised layer thickness,31,32,"During each final moisture incorporation pass and prior to compaction, depth checks shall be
undertaken to determine the lower reference level at the bottom of the stabilised layer. The frequency
of the depth checks shall be stated in Clause 5.4. Depth checks shall be undertaken by a Surveyor in
accordance with the limits of accuracy defined in MRTS56 Construction Surveying.
Following compaction and final trim, levels shall be obtained from the top of the finished stabilised
layer. They shall be recovered in the horizontal plane to an accuracy of ± 50 mm of the same location
as those from which the lower reference levels were obtained. The difference between the finished
surface level and lower reference level shall be recorded as the actual stabilised layer thickness.
The actual stabilised layer thickness shall be recorded by the Contractor and reported to the
Administrator. The record for each thickness determination shall include:
a) the position and measurement of the lower reference level at each depth check location
b) the position and measurement of the finished surface level at each depth check location
c) the actual stabilised layer thickness result obtained by subtracting the finish surface level
measurement from the lower reference level measurement for each test location (rounded to
the nearest 1 mm), and
d) the minimum characteristic value calculated in accordance with Clause 12 of
MRTS01 Introduction to Technical Specifications, of all stabilised layer thickness
measurements for each lot.
As an alternative to measuring the finished surface level recovered in the horizontal plane to an
accuracy of ± 50 mm of the same location as the lower reference level measurements, a Triangular
Irregular Networks (TIN) surveyed surface may be used by the Contractor.
The Contractor shall submit to the Administrator the proposed reporting positions (grid pattern and
offsets) for the finished surface level survey capture. The use of TIN shall not be accepted until the
Administrator has approved the Contractor’s methodology.
In some locations, the finished surface level design geometry may be sub-optimal in crossfall
and/or longitudinal grade and therefore not suitable for TIN surface creation. In these locations, the
use of TIN shall not be accepted by the Administrator.
A Surveyor shall undertake the as-constructed survey capture of the finished stabilised layer in
accordance with the geometrics conformance requirements of this Specification, and the As
Constructed Survey requirements of MRTS56 Construction Surveying. From the as-constructed
survey capture, a TIN surface can be developed and used to represent the finished surface level of
the stabilised layer.
The actual stabilised layer can be measured and reported to the Administrator using this TIN
surface as per the requirements of this Clause.
In all cases,
• the reported positions must be recovered within the bounds of the developed TIN surface,
and
• the finished surface level and lower reference level measurements are recovered in the as-
constructed survey to an accuracy of ± 1,000 mm."
MRTS07B,8.7.5.4,"Geometrics, horizontal tolerances",32,32,"The horizontal position of any point on the pavement shall not differ from the corresponding point
shown on the Drawings or as otherwise specified in the Contract, by not more than ± 50 mm, except
where alignment of the pavement with an existing pavement or structure is necessary. In this case, the
new work shall be joined neatly to the existing work or structure in a smooth manner as shown on the
Drawings or as otherwise specified in the Contract.
If the Drawings or other Contract documents do not demonstrate, describe or specify how new work is
to join to existing pavement or structures then it shall be done in a manner that is acceptable to the
Administrator."
MRTS07B,8.7.5.5.1,General,32,32,"Where required by Clauses 8.7.5.5.2, 8.7.5.5.3 and 8.7.5.5.4, additional tolerances shall apply to the
stabilised layer.
Additional work shall be carried out by the Contractor where necessary to achieve these additional
tolerances. Payment for any such work shall be deemed to be included in the Contractor’s scheduled
rate for the relevant work items."
MRTS07B,8.7.5.5.2,Deviation from a straightedge,32,33,"Clause 6.2.1 of Annexure MRTS07B.1 specifies whether a deviation from a straightedge tolerance is
to be applied. If no indication is given, deviation from a straightedge tolerance shall apply.
The deviation from a 3 m long straightedge placed anywhere on the surface of a layer shall not
exceed the limit stated in Clause 6.2.2 of Annexure MRTS07B.1, due allowance being made for
design shape, where relevant.
The limit stated in Clause 6.2.2 of Annexure MRTS07B.1 shall be one of the alternatives given in
Table 8.7.5.5.2. If no limit is given, it shall be Alternative D (5 mm).
Table 8.7.5.5.2 – Tolerance for deviation from a straightedge
Alternative Maximum value (mm)
D 5
E 8
F 15
Alternative D tolerance (5 mm) is recommended for an insitu stabilised layer that will be bitumen
sealed and trafficked, or when the subsequent overlying layer is asphalt."
MRTS07B,8.7.5.5.3,Crossfall,33,33,"Clause 6.3 of Annexure MRTS07B.1 specifies whether a crossfall tolerance applies. If no indication is
given, crossfall tolerance shall apply.
The crossfall shall not depart from the corresponding crossfall shown in the Drawings or Contract by
more than 0.5% absolute.
The crossfall shall be measured:
a) Between any two points more than two metres apart except where a pavement verge is less
than two metres wide. For pavement verges less than two metres wide, the measurement
shall be made between the extreme edges of the pavement verge on each side of the
pavement.
b) Transverse to the centre line of the carriageway, and
c) Within the boundaries of a cross-section element that has a constant crossfall."
MRTS07B,8.7.5.5.4,Road roughness (surface evenness),33,34,"Clause 6.4.1 of Annexure MRTS07B.1 specifies whether a surface evenness tolerance applies to the
stabilised layer. If no indication is given, surface evenness tolerance shall apply.
The surface evenness of a stabilised layer shall be such as to provide a road roughness value not
exceeding the specified road roughness (R ) stated in Clause 6.4.2 of Annexure MRTS07B.1 or,
where not so stated, not exceeding the value specified in Table 8.7.5.5.4.
ₛ
Table 8.7.5.5.4 – Road roughness requirements
Property Maximum value (m/km)
Road roughness (R ) 1.94
ₛ
The roughness of the following features is required to be reported during roughness testing, but shall
be excluded from the ride quality assessment:
• roundabouts
• railway crossing and grids
• bridge joints, and
• inspection pit covers (for example, drainage access chambers).
The Contractor shall nominate a methodology and provide calculations on ride quality for the
Administrators acceptance, showing how each feature has been excluded from the assessment and
the subsequent lot structure.
Pavement features (including joints) or signalised / unsignalised intersections (other than
roundabouts) shall not be excluded from the ride quality assessment unless agreed by Administrator.
The Administrator may increase the specified maximum road roughness (Rs) value to 2.31 m/km
when the stabilised layer will be overlaid with asphalt or another pavement material within the same
Contract, and there is a roughness requirement specified elsewhere in the Contract for the
overlying layer.
In all cases, when applying extended limits and reduced values in accordance with MRS07B, the
specified maximum road roughness (Rs) value shall be as stated in Clause 6.4.2 of
Annexure MRTS07B.1 or, where not so stated, not exceeding the value specified in
Table 8.7.5.5.4."
MRTS07B,8.7.6,Ball penetration,34,34,"The ball penetration test shall apply to a completed stabilised layer, unless stated otherwise in
Clause 7 of Annexure MRTS07B.1. If no indication is given, the ball penetration test shall apply for
stabilised layers that are to be covered by a sprayed bituminous treatment.
For stabilised layers that are to be covered by a sprayed bituminous treatment, the surface shall have
a maximum ball penetration value that complies with the requirements specified in Table 8.7.6 when
tested in accordance with Clause 9.9.
Table 8.7.6 – Ball penetration requirements
Property Maximum value (mm)
Ball penetration 3"
MRTS07B,9.1,General,34,34,"Unless otherwise stated in this Technical Specification, the selection of sampling or test locations shall
be carried out using random stratified sampling. Exceptions include testing of:
a) geometrics (Clause 9.4)
b) the stabilising agent content (Clause 9.5)
c) proof rolling of pavement layers (Clause 9.8).
The Contractor is responsible for performing sufficient tests to ensure that the pavement complies with
the standards and requirements of this Technical Specification. However, the Contractor’s testing
program shall be such that the testing frequencies and number of tests are not less than those
specified in Clause 5.4."
MRTS07B,9.2,Process requirements,34,34,"Where construction has been carried out using process requirements, checking for compliance with
the specified requirements shall be carried out during and after the construction operation, as relevant.
Except for compaction, compliance checking shall be carried out in accordance with Clause 5.4. If
process requirement is specified for compaction, the minimum testing frequencies and minimum
number of tests for compaction specified in Clause 5.4 apply to trial sections and do not apply to other
sections.
Notwithstanding this, the requirements of Clauses 8.5.2 shall apply."
MRTS07B,9.3,Product standards,35,35,"Where construction has been carried out using product standards, compliance testing of the stabilised
layer shall be undertaken for each lot. If product standard is specified, the minimum testing
frequencies and minimum number of tests for compaction specified in Clause 5.4 apply.
Notwithstanding this, the requirements of Clauses 8.5.3 shall apply."
MRTS07B,9.4.1,General,35,35,"All geometric tolerances, except for surface evenness, shall be checked at regular intervals not
greater than the frequency specified in Clause 5.4."
MRTS07B,9.4.2,Road roughness (surface evenness),35,35,"The surface evenness of a stabilised pavement layer shall be measured by road roughness as per
Test Methods Q708B, Q708C and Q708D.
For road roughness testing, a lot shall be 100 m in length"
MRTS07B,9.5,Stabilising agent spread rate,35,35,"The stabilising agent spread rate shall be determined by Test Method Q719. The stabilising agent
spread rate shall be within the allowable tolerance specified in Clause 8.7.2.3 in all cases.
The results of all surface spread rate tests shall be recorded and included in the quality records and
reported to the Administrator. The record and report for each surface spread rate test shall include:
a) the position, date and time
b) all values and calculations, including ordered spread rate and assumptions, used to calculate
the surface spread rate, and
c) the calculated surface spread rate.
The testing program shall be discussed and agreed with the Administrator prior to commencement of
stabilising operations (refer to Clause 5.2.2 Hold Point 1).
In addition, the tonnage of stabilising agent placed during each spreading run shall be recorded and
reported to the Administrator. The record and report for each spreading run shall include:
a) the start position, date and time
b) the end position, date and time
c) the length of the run
d) the width of the run
e) the tonnage of stabilising agent in the spreader at the start of the run
f) the tonnage of stabilising agent at 500 m intervals (if the length of the run exceeds 500 m)
g) the tonnage of stabilising agent in the spreader at the end of the run
h) the tonnage of stabilising agent spread for each 500 m interval (if the length of the run
exceeds 500 m), and
i) the tonnage of stabilising agent spread for the entire run."
MRTS07B,9.6,Compaction,36,36,"The compaction standard for each lot shall be represented by the minimum characteristic value of the
compaction results. The characteristic value shall be calculated as stated in Clause 12 of
MRTS01 Introduction to Technical Specifications or Test Method Q020 using the individual relative
compaction results determined from testing each lot.
Where the minimum characteristic value of a lot’s compaction results does not comply with the
requirements of this specification, the Contractor shall raise a suitable non-conformance report. The
Administrator should review each individual compaction result. The review may necessitate the
need for additional investigation to identify the underlying cause(s) for the noncompliance. The
Administrator should also review the homogeneity of the works.
The locations of all tests undertaken for the determination of insitu dry density and relative compaction
shall be at the same locations of samples taken to determine the corresponding laboratory MDR.
Sampling of stabilised materials to determine the laboratory MDR as detailed in Test Method Q142A
shall take place immediately after the final moisture incorporation pass, and prior to the
commencement of compaction of the stabilised material.
The relative compaction of the stabilised material as detailed in Test Method Q140A shall be
determined for the entire thickness of the stabilised layer.
Inherently, the insitu stabilisation process involves the mixing of existing materials whose properties
can be unpredictable and may also vary within the Project limits. Therefore, caution must be
applied when seeking to determine nuclear gauge biases (refer to Nuclear Gauge Testing Manual
(NGTM) Test Method N01), and/or, attempting to establish and monitor assigned values (refer to
Test Method Q144A)."
MRTS07B,9.6.1,Time limits for MDR laboratory compaction,36,36,"Following sampling, the MDR testing shall be completed to a stage where laboratory compaction has
been completed within two hours of the commencement of the final moisture incorporation pass for the
corresponding lot.
To comply with the above requirements, the Contractor may need to consider the establishment of
an annex laboratory facility onsite.
Additionally, following sampling, oven drying of all specimens used to determine the moisture content
shall commence within the same work shift as the stabilisation works for the corresponding lot."
MRTS07B,9.6.2,Time limits for the determination of compacted density,36,37,"Unless otherwise approved by the Administrator, the determination of compacted density using Test
Method Q141A or Test Method Q141B shall be completed to a stage where the wet density has been
determined within 24 hours after the end of the work shift where stabilisation works were completed
for the corresponding lot.
Additionally, any moisture sub-sample is being oven dried within the same work shift as the
compacted density testing for Test Method Q141A or Test Method Q141B is being undertaken."
MRTS07B,9.6.3,Time limits for the determination of material biases,37,37,"For the determination of material biases for Test Method Q141A, compacted density testing using Test
Method Q141B shall be completed to a stage where the wet density has been determined within"
MRTS07B,24,hours after the end of the work shift where stabilisation works were completed for the,37,37,"corresponding lot.
Additionally, any moisture sub-sample is being oven dried within the same work shift as the
compacted density testing for Test Method Q141B is being undertaken."
MRTS07B,9.7,Moisture ratio,37,37,"The moisture ratio of the uncompacted materials (MRᵤ) shall be determined in accordance with Test
Method Q250.
The moisture sample locations shall be identical to the MDR sampling locations for compaction testing
(refer to Clause 9.6). The moisture samples shall be extracted immediately after the final moisture
incorporation pass by the stabiliser and prior to the addition of any additional moisture for the
purposes of compaction and trimming.
Following sampling, oven drying of all specimens used to determine the moisture content shall
commence within the same work shift as the stabilisation works for the corresponding lot.
The moisture ratio shall be calculated using the individual moisture content compared to the optimum
moisture content for each corresponding location (refer to Clause 9.6). As a minimum frequency, the
moisture ratio of the uncompacted materials shall be assessed at each test location for compaction.
The results shall be reported to the Administrator as soon as it is available."
MRTS07B,9.8.1,Proof rolling prior to early trafficking,37,37,"No trafficking shall be allowed until the requirements of Clause 9.8 is carried out and no perceptible
surface deformation is observed. Additional curing time may be required prior to trafficking."
